entry_id,entry_tag,entrytag_id,parent_tag_id,level,path,approved
416,Christian Traditions,18,8.0,2,Religious Group[8]->Christian Traditions[18],True
416,Slavic Religions,45,8.0,2,Religious Group[8]->Slavic Religions[45],True
416,Orthodox/Eastern Christian,381,53.0,4,Religious Group[8]->Anatolian Religions[10]->Armenian Religion[53]->Orthodox/Eastern Christian[381],True
418,Religious Group,8,,1,Religious Group[8],True
418,Oceanic Religions,40,8.0,2,Religious Group[8]->Oceanic Religions[40],True
418,Melanesia,311,40.0,3,Religious Group[8]->Oceanic Religions[40]->Melanesia[311],True
419,Religious Group,8,,1,Religious Group[8],True
419,Indic Religious Traditions,510,8.0,2,Religious Group[8]->Indic Religious Traditions[510],True
419,Hinduism,566,510.0,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],True
419,Vaiṣṇava Traditions,644,566.0,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Vaiṣṇava Traditions[644],True
419,Modern Hinduism,646,566.0,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Modern Hinduism[646],True
420,Religious Group,8,,1,Religious Group[8],True
420,Indic Religious Traditions,510,8.0,2,Religious Group[8]->Indic Religious Traditions[510],True
